,Property_ID,Prop_Type,Tax_Key,Address,District_Num,Nbhd_Num,Style,Unit_Count,Fbath_Count,Hbath_Count,Lot_Size,Sale_Date,Sale_Price,Ext_Wall,Story_Count,Year_Built,Room_Count,Finished_Sqft,Bdrm_Count,Condo_Project
1444,128866,Residential,2170131000,4979 N 108TH ST,5,1040,Ranch,1,1,0,7200,2022-07-08,215000.0,Aluminum/Vinyl,1.0,1960.0,6.0,1160.0,3.0,
1445,128867,Residential,2170132000,10810 W HARVEST LA,5,1040,Ranch,1,1,0,7200,2022-05-16,200000.0,Brick,1.0,1959.0,5.0,1025.0,3.0,
1446,128877,Residential,2170142000,10826 W FAIRMOUNT AV,5,1040,Ranch,1,2,0,7200,2022-09-09,230000.0,Aluminum/Vinyl,1.0,1959.0,6.0,1522.0,4.0,
1448,128905,Residential,2170210000,10935 W JEFFREY LA,5,1040,Ranch,1,1,0,7380,2022-05-26,171440.0,Aluminum/Vinyl,1.0,1957.0,5.0,946.0,3.0,
1449,128908,Residential,2170213000,10911 W JEFFREY LA,5,1040,Ranch,1,1,1,7380,2022-11-18,250000.0,Aluminum/Vinyl,1.0,1957.0,5.0,1063.0,3.0,
1450,128916,Residential,2170221000,4840 N 108TH ST,5,1040,Ranch,1,2,0,9756,2022-05-23,165000.0,Aluminum/Vinyl,1.0,1957.0,5.0,946.0,3.0,
1451,128925,Residential,2170230000,10900 W HAMPTON AV,5,1040,Ranch,1,1,0,7380,2022-03-22,175000.0,Aluminum/Vinyl,1.0,1956.0,12.0,1214.0,6.0,
1452,128927,Residential,2170232000,10916 W HAMPTON AV,5,1040,Ranch,1,1,0,7380,2022-10-21,200000.0,Wood,1.0,1956.0,5.0,1521.0,3.0,
1455,129036,Residential,2210012100,10405 W HAMPTON AV,5,1040,Cape Cod,1,1,0,9000,2022-04-13,195000.0,Stone,1.0,1942.0,12.0,1283.0,6.0,
1456,129040,Residential,2210302100,10613-10615 W HAMPTON AV,5,1040,Duplex N/S,2,2,2,6360,2022-05-25,225000.0,Brick,2.0,1966.0,10.0,2728.0,6.0,
1459,129072,Residential,2219996111,10211-A W HAMPTON AV,5,1040,Duplex N/S,2,2,2,7200,2022-12-30,158000.0,Aluminum/Vinyl,2.0,1977.0,10.0,2288.0,6.0,
1460,129109,Residential,2230028000,8837-8839 W HERBERT AV,5,1460,Duplex N/S,2,2,0,6000,2022-04-15,155000.0,Brick,1.5,1967.0,9.0,2161.0,5.0,
1462,129193,Residential,2230117000,4606 N 87TH ST,5,1460,Colonial,1,1,1,6741,2022-06-14,280000.0,Aluminum/Vinyl,2.0,1965.0,7.0,2011.0,4.0,
1463,129204,Residential,2230128000,8533 W GRANTOSA DR,5,1460,Colonial,1,2,1,6282,2022-04-21,155000.0,Masonry/Frame,2.0,1966.0,7.0,1828.0,4.0,
1464,129225,Residential,2230240000,4702 N 91ST ST,5,1460,Cape Cod,1,1,1,5590,2022-09-13,155000.0,Aluminum/Vinyl,1.5,1945.0,7.0,1399.0,3.0,
1465,129234,Residential,2230249000,8935 W HAMPTON AV,5,1460,Duplex N/S,2,2,0,5160,2022-07-18,154000.0,Aluminum/Vinyl,2.0,1956.0,10.0,2227.0,6.0,
1466,129237,Residential,2230252000,8919 W HAMPTON AV,5,1460,Duplex N/S,2,2,0,4800,2022-05-18,120000.0,Aluminum/Vinyl,2.0,1956.0,10.0,2227.0,6.0,
1467,129244,Residential,2230259000,4737 N 89TH ST,5,1460,Ranch,1,1,1,5848,2022-01-28,150000.0,Aluminum/Vinyl,1.0,1970.0,6.0,1120.0,4.0,
1468,129284,Residential,2230332220,4600 N 92ND ST,5,1460,Cape Cod,1,3,0,6075,2022-12-09,262000.0,Brick,1.0,1950.0,10.0,1880.0,6.0,
1469,129306,Residential,2230370000,8929 W HERBERT AV,5,1460,Ranch,1,1,1,7200,2022-09-02,195000.0,Brick,1.0,1959.0,5.0,1168.0,3.0,
1470,129309,Residential,2230373000,8806 W GRANTOSA DR,5,1460,Ranch,1,1,1,4800,2022-08-30,228000.0,Brick,1.0,1956.0,5.0,1020.0,3.0,
1471,129314,Residential,2230378000,8904 W GRANTOSA DR,5,1460,Ranch,1,1,1,4800,2022-10-08,197500.0,Aluminum/Vinyl,1.0,1962.0,6.0,1264.0,3.0,
1472,129316,Residential,2230380000,8914 W GRANTOSA DR,5,1460,Cape Cod,1,2,0,4800,2022-04-22,265000.0,Brick,1.5,1962.0,7.0,1795.0,4.0,
1474,129368,Residential,2230612000,4430 N 85TH ST,5,1460,Ranch,1,1,0,7315,2022-04-05,165000.0,Wood,1.0,1956.0,5.0,936.0,3.0,
1475,129372,Residential,2230616000,4460 N 85TH ST,5,1460,Ranch,1,1,1,7315,2022-01-28,135000.0,Aluminum/Vinyl,1.0,1957.0,10.0,1098.0,6.0,
1476,129373,Residential,2230617000,4466 N 85TH ST,5,1460,Ranch,1,1,2,8047,2022-12-23,142000.0,Brick,1.0,1957.0,5.0,1130.0,3.0,
1477,129384,Residential,2230639000,8721 W LAWRENCE AV,5,1460,Ranch,1,2,1,6120,2022-04-21,175000.0,Brick,1.0,1957.0,5.0,1131.0,3.0,
1478,129400,Residential,2230655000,4427 N 85TH ST,5,1460,Ranch,1,1,1,6360,2022-05-03,149000.0,Brick,1.0,1956.0,5.0,1128.0,3.0,
1479,129411,Residential,2230669100,8817 W LAWRENCE AV,5,1460,Ranch,1,1,0,6240,2022-01-28,135000.0,Wood,1.0,1958.0,5.0,936.0,3.0,
1481,129455,Residential,2230720000,4467 N 89TH ST,5,1460,Ranch,1,1,0,6435,2022-04-29,150000.0,Wood,1.0,1957.0,5.0,936.0,3.0,
1482,129465,Residential,2230730000,9006 W LAWRENCE AV,5,1460,Ranch,1,1,0,6000,2022-06-21,165000.0,Aluminum/Vinyl,1.0,1959.0,5.0,994.0,3.0,
1483,129482,Residential,2230747000,8710 W ARDEN PL,5,1460,Ranch,1,1,1,8845,2022-01-31,135000.0,Wood,1.0,1959.0,6.0,1232.0,3.0,
1484,129502,Residential,2230767000,8509 W RUBY AV,5,1460,Ranch,1,1,1,7200,2022-01-18,130000.0,Wood,1.0,1957.0,5.0,1098.0,3.0,
1485,129522,Residential,2230787000,8730 W LAWRENCE AV,5,1460,Ranch,1,1,2,8700,2022-04-26,220000.0,Brick,1.0,1957.0,5.0,1131.0,3.0,
1486,129538,Residential,2230803000,4511 N 85TH ST,5,1460,Ranch,1,1,0,6500,2022-02-25,144000.0,Brick,1.0,1957.0,5.0,996.0,3.0,
1487,129546,Residential,2230811000,8616 W RUBY AV,5,1460,Ranch,1,1,0,6500,2022-01-24,155000.0,Aluminum/Vinyl,1.0,1957.0,5.0,936.0,3.0,
1488,129556,Residential,2230821000,8515 W ARDEN PL,5,1460,Ranch,1,1,1,6375,2022-03-31,170000.0,Aluminum/Vinyl,1.0,1957.0,5.0,1133.0,3.0,
1489,129560,Residential,2230825000,4563 N 85TH ST,5,1460,Ranch,1,1,1,7540,2022-07-14,162900.0,Brick,1.0,1957.0,5.0,1166.0,3.0,
1490,129566,Residential,2230831000,8528 W ARDEN PL,5,1460,Ranch,1,2,0,7370,2022-07-15,235000.0,Aluminum/Vinyl,1.0,1957.0,5.0,963.0,3.0,
1491,129573,Residential,2230838000,8625 W GLENDALE AV,5,1460,Ranch,1,1,0,7000,2022-08-08,175000.0,Aluminum/Vinyl,1.0,1958.0,5.0,960.0,3.0,
1492,129574,Residential,2230839000,8617 W GLENDALE AV,5,1460,Ranch,1,2,0,7000,2022-01-18,180000.0,Aluminum/Vinyl,1.0,1958.0,5.0,1416.0,3.0,
1494,129606,Residential,2230909000,8841 W PALMETTO AV,5,1460,Ranch,1,1,1,6095,2022-08-23,145000.0,Brick,1.0,1960.0,6.0,1271.0,3.0,
1496,129675,Residential,2240023110,8080--A W POTOMAC AV,5,1470,Duplex N/S,2,2,0,8450,2022-05-02,196000.0,Masonry/Frame,1.5,1966.0,9.0,2014.0,4.0,
1497,129683,Residential,2240027111,8060 W POTOMAC AV,5,1470,Duplex N/S,2,2,2,7800,2022-05-27,250000.0,Masonry/Frame,2.0,1968.0,14.0,2820.0,6.0,
1498,129790,Residential,2240322000,8103 W BECKETT AV,5,1470,Cape Cod,1,1,0,4800,2022-05-02,143000.0,Aluminum/Vinyl,1.0,1949.0,6.0,1172.0,3.0,
1499,129794,Residential,2240326000,8129-8131 W BECKETT AV,5,1470,Duplex N/S,2,3,1,4800,2022-11-18,215000.0,Aluminum/Vinyl,2.0,1958.0,10.0,2227.0,6.0,
1501,129811,Residential,2240344000,4743 N 81ST ST,5,1470,Ranch,1,1,0,4980,2022-10-04,105000.0,Aluminum/Vinyl,1.0,1955.0,4.0,734.0,2.0,
1502,129823,Residential,2240355000,4730 N 81ST ST,5,1470,Cape Cod,1,2,0,4920,2022-11-16,143000.0,Aluminum/Vinyl,1.0,1958.0,6.0,1129.0,4.0,
1504,129899,Residential,2240432000,4642 N 77TH ST,5,1470,Cape Cod,1,2,0,7200,2022-12-05,207500.0,Aluminum/Vinyl,1.0,1955.0,6.0,1815.0,3.0,
1506,129942,Residential,2240477000,4671 N 77TH ST,5,1470,Cape Cod,1,2,0,6000,2022-12-29,179500.0,Brick,1.0,1957.0,6.0,1655.0,3.0,
1507,129947,Residential,2240482000,4672 N 79TH ST,5,1470,Ranch,1,1,1,6000,2022-10-25,170000.0,Aluminum/Vinyl,1.0,1959.0,5.0,1170.0,3.0,
1508,129953,Residential,2240488000,4632 N 79TH ST,5,1470,Ranch,1,1,1,6000,2022-05-16,149900.0,Aluminum/Vinyl,1.0,1959.0,5.0,1009.0,3.0,
1509,129968,Residential,2240503000,4671 N 78TH ST,5,1470,Cape Cod,1,1,0,6000,2022-10-21,170000.0,Aluminum/Vinyl,1.0,1951.0,5.0,1119.0,3.0,
1510,129972,Residential,2240507000,4678 N 80TH ST,5,1470,Ranch,1,1,1,4800,2022-12-29,149900.0,Aluminum/Vinyl,1.0,1959.0,6.0,1299.0,4.0,
1511,129989,Residential,2240524000,4619 N 79TH ST,5,1470,Ranch,1,1,1,4800,2022-07-29,217000.0,Aluminum/Vinyl,1.0,1959.0,5.0,1150.0,3.0,
1512,130005,Residential,2240540000,8076 W BECKETT AV,5,1470,Dplx Bungalow,2,2,0,5940,2022-01-24,189900.0,Brick,1.5,1938.0,9.0,2184.0,3.0,
1513,130035,Residential,2240576000,8007-8009 W BECKETT AV,5,1470,Duplex N/S,2,3,0,4800,2022-04-27,230000.0,Brick,2.0,1959.0,10.0,2478.0,6.0,
1514,130036,Residential,2240577000,8015 W BECKETT AV,5,1470,Duplex N/S,2,2,1,4800,2022-12-14,180000.0,Brick,1.5,1959.0,9.0,2068.0,4.0,
1515,130062,Residential,2240604000,7862 W BECKETT AV,5,1470,Duplex N/S,2,2,0,7200,2022-08-25,160000.0,Brick,1.5,1953.0,8.0,1881.0,4.0,
1516,130093,Residential,2240632000,4517 N 77TH ST,5,1470,Cape Cod,1,2,0,9000,2022-01-24,199900.0,Brick,1.0,1950.0,12.0,1472.0,8.0,
1517,130102,Residential,2240641000,4577 N 77TH ST,5,1470,Ranch,1,1,0,6000,2022-02-14,121000.0,Aluminum/Vinyl,1.0,1950.0,5.0,1041.0,3.0,
1518,130102,Residential,2240641000,4577 N 77TH ST,5,1470,Ranch,1,1,0,6000,2022-10-07,217900.0,Aluminum/Vinyl,1.0,1950.0,5.0,1041.0,3.0,
1519,130117,Residential,2240656000,4508 N 77TH ST,5,1470,Cape Cod,1,1,0,5040,2022-10-24,140100.0,Brick,1.0,1947.0,7.0,1306.0,4.0,
1520,130164,Residential,2240706000,7730 W BECKETT AV,5,1470,Ranch,1,1,2,6084,2022-03-18,211000.0,Brick,1.0,1958.0,10.0,1264.0,6.0,
1521,130189,Residential,2240737000,7739 W BECKETT AV,5,1470,Duplex N/S,2,2,0,4800,2022-09-20,180000.0,Aluminum/Vinyl,1.5,1960.0,9.0,1931.0,5.0,
1522,130192,Residential,2240740000,7753-7755 W BECKETT AV,5,1470,Duplex N/S,2,2,0,4800,2022-12-20,175000.0,Brick,2.0,1960.0,10.0,2314.0,6.0,
1523,130208,Residential,2240806000,4750 N 77TH CT,5,1470,Duplex N/S,2,2,0,9468,2022-01-06,220000.0,Brick,2.0,1959.0,10.0,2460.0,6.0,
1524,130209,Residential,2240807000,4742 N 77TH CT,5,1470,Duplex N/S,2,2,0,7596,2022-03-04,218000.0,Brick,2.0,1958.0,12.0,2484.0,6.0,
1525,130221,Residential,2240919000,8303 W POTOMAC AV,5,1470,Ranch,1,1,1,6574,2022-08-15,210000.0,Aluminum/Vinyl,1.0,1964.0,5.0,1248.0,3.0,
1526,130232,Residential,2240929120,4650 N 84TH ST,5,1470,Duplex N/S,2,2,0,5520,2022-05-11,150000.0,Brick,1.5,1966.0,9.0,2107.0,5.0,
1527,130318,Residential,2241089000,4476 N 83RD ST,5,1470,Cape Cod,1,2,0,5289,2022-01-28,199900.0,Aluminum/Vinyl,1.0,1956.0,6.0,1176.0,4.0,
1528,130324,Residential,2241095000,4436 N 83RD ST,5,1470,Ranch,1,1,1,5248,2022-08-17,180000.0,Brick,1.0,1959.0,5.0,1184.0,3.0,
1529,130327,Residential,2241098000,4420 N 83RD ST,5,1470,Cape Cod,1,1,0,5248,2022-09-09,185000.0,Aluminum/Vinyl,1.0,1956.0,6.0,1154.0,4.0,
1530,130334,Residential,2241105000,4421 N 82ND ST,5,1470,Ranch,1,1,0,5248,2022-08-17,130000.0,Aluminum/Vinyl,1.0,1957.0,5.0,936.0,3.0,
1531,130340,Residential,2241111000,4459 N 82ND ST,5,1470,Ranch,1,2,0,4920,2022-03-23,233500.0,Brick,1.0,1958.0,6.0,1281.0,3.0,
1533,130368,Residential,2241139000,4477 N 83RD ST,5,1470,Ranch,1,1,0,7936,2022-08-25,160000.0,Brick,1.0,1956.0,5.0,1290.0,3.0,
1534,130373,Residential,2241202000,4751 N 78TH CT,5,1470,Duplex N/S,2,2,1,9036,2022-02-03,155000.0,Brick,2.0,1960.0,10.0,2422.0,6.0,
1535,130376,Residential,2241205000,4744 N 78TH CT,5,1470,Duplex N/S,2,2,0,9360,2022-05-11,160000.0,Brick,2.0,1960.0,10.0,2214.0,5.0,
1538,130439,Residential,2250027000,4562 N 75TH ST,2,1480,Ranch,1,1,1,4800,2022-05-05,143000.0,Brick,1.0,1958.0,5.0,1043.0,3.0,
1539,130457,Residential,2250045000,4547 N 74TH ST,2,1480,Cape Cod,1,1,1,4800,2022-02-28,120000.0,Aluminum/Vinyl,1.0,1958.0,10.0,1134.0,6.0,
1540,130475,Residential,2250063000,4502 N 74TH ST,2,1480,Ranch,1,1,1,5940,2022-02-25,205000.0,Brick,1.0,1956.0,5.0,1269.0,3.0,
1541,130531,Residential,2250119000,4456 N 72ND ST,2,1480,Ranch,1,1,0,7500,2022-10-06,95000.0,Block,1.0,1950.0,4.0,720.0,2.0,
1542,130533,Residential,2250121000,4442 N 72ND ST,2,1480,Ranch,1,1,0,4960,2022-03-25,154000.0,Aluminum/Vinyl,1.0,1953.0,5.0,1127.0,3.0,
1543,130583,Residential,2250171000,7308 W CONGRESS ST,2,1480,Ranch,1,2,0,6000,2022-07-22,195000.0,Brick,1.0,1957.0,5.0,1155.0,3.0,
1544,130595,Residential,2250183000,4478 N 75TH ST,2,1480,Ranch,1,1,0,4800,2022-07-19,132000.0,Brick,1.0,1957.0,4.0,932.0,2.0,
1545,130600,Residential,2250188000,4452 N 75TH ST,2,1480,Ranch,1,1,0,4800,2022-09-13,150000.0,Aluminum/Vinyl,1.0,1953.0,5.0,994.0,3.0,
1546,130610,Residential,2250198000,7408 W CONGRESS ST,2,1480,Cape Cod,1,2,0,5040,2022-01-18,158900.0,Aluminum/Vinyl,1.0,1952.0,5.0,1197.0,3.0,
1547,130623,Residential,2250211000,4481 N 74TH ST,2,1480,Ranch,1,2,1,4800,2022-12-28,220000.0,Aluminum/Vinyl,1.0,1958.0,5.0,1108.0,3.0,
1550,130674,Residential,2250265100,4319 N 74TH ST,2,1480,Cape Cod,1,3,0,5040,2022-03-14,218000.0,Brick,1.0,1949.0,5.0,1344.0,3.0,
1551,130683,Residential,2250272000,4338 N 75TH ST,2,1480,Ranch,1,1,0,4920,2022-10-26,164900.0,Brick,1.0,1957.0,4.0,1084.0,2.0,
1552,130698,Residential,2250289000,4313 N 73RD ST,2,1480,Ranch,1,1,1,5400,2022-04-22,138000.0,Brick,1.0,1955.0,10.0,1024.0,6.0,
1553,130698,Residential,2250289000,4313 N 73RD ST,2,1480,Ranch,1,1,1,5400,2022-08-29,197000.0,Brick,1.0,1955.0,10.0,1024.0,6.0,
1554,130706,Residential,2250297000,4340 N 74TH ST,2,1480,Cape Cod,1,1,1,5400,2022-09-12,220000.0,Aluminum/Vinyl,1.0,1959.0,5.0,1044.0,3.0,
1555,130713,Residential,2250304000,7215 W CONGRESS ST,2,1480,Duplex N/S,2,2,1,5280,2022-12-19,219000.0,Brick,2.0,1959.0,11.0,2708.0,6.0,
1556,130747,Residential,2250338000,4272 N 72ND ST,2,1480,Ranch,1,2,0,5124,2022-07-14,220000.0,Masonry/Frame,1.0,1956.0,5.0,1300.0,3.0,
1557,130749,Residential,2250340000,4256 N 72ND ST,2,1480,Ranch,1,2,0,7320,2022-03-10,175000.0,Brick,1.0,1955.0,10.0,1024.0,6.0,
1558,130759,Residential,2250350000,4278 N 73RD ST,2,1480,Ranch,1,1,0,5124,2022-10-27,210000.0,Brick,1.0,1954.0,5.0,1024.0,3.0,
1559,130764,Residential,2250355000,4250 N 73RD ST,2,1480,Ranch,1,1,0,4920,2022-04-28,175000.0,Brick,1.0,1955.0,5.0,1093.0,3.0,
1561,130861,Residential,2250507000,7408 W DERBY PL,2,1480,Duplex N/S,2,2,0,4800,2022-02-22,189800.0,Wood,2.0,1965.0,10.0,1982.0,6.0,
1562,130862,Residential,2250508000,7414 W DERBY PL,2,1480,Cape Cod,1,1,0,4800,2022-06-14,180000.0,Brick,1.0,1956.0,5.0,1378.0,3.0,
1563,130868,Residential,2250514000,4713-4715 N 75TH ST,2,1480,Duplex N/S,2,2,0,4725,2022-06-10,196000.0,Aluminum/Vinyl,1.5,1958.0,9.0,1853.0,5.0,
1564,130886,Residential,2250533000,4704 N 75TH ST,2,1480,Cape Cod,1,2,0,5085,2022-04-12,176900.0,Aluminum/Vinyl,1.0,1950.0,7.0,1408.0,5.0,
1565,130887,Residential,2250534000,4708-4710 N 75TH ST,2,1480,Duplex N/S,2,2,0,5350,2022-03-24,165000.0,Aluminum/Vinyl,2.0,1957.0,8.0,1890.0,4.0,
1566,130904,Residential,2250551000,4733 N 73RD ST,2,1480,Ranch,1,1,0,6432,2022-02-04,165500.0,Aluminum/Vinyl,1.0,1954.0,10.0,1127.0,6.0,
1567,130924,Residential,2250572000,7213-7215 W HAMPTON AV,2,1480,Duplex N/S,2,2,0,4800,2022-10-06,190000.0,Asphalt/Other,2.0,1958.0,10.0,2261.0,6.0,
1568,130987,Residential,2250634000,4711 N 70TH ST,2,1480,Ranch,1,1,0,7800,2022-12-09,125000.0,Brick,1.0,1956.0,4.0,1091.0,2.0,
1569,130990,Residential,2250637000,4716 N 71ST ST,2,1480,Cape Cod,1,1,1,7800,2022-04-15,131000.0,Brick,1.0,1950.0,5.0,1329.0,3.0,
1570,131045,Residential,2250692000,4718 N 69TH ST,2,1480,Ranch,1,1,1,5120,2022-06-28,210000.0,Brick,1.0,1959.0,5.0,1693.0,3.0,
1571,131060,Residential,2250707000,4645 N 68TH ST,2,1490,Cape Cod,1,1,0,4800,2022-04-14,190000.0,Aluminum/Vinyl,1.0,1956.0,5.0,1034.0,3.0,
1572,131170,Residential,2250818000,4651 N 74TH ST,2,1480,Ranch,1,1,0,4800,2022-08-31,95000.0,Aluminum/Vinyl,1.0,1954.0,4.0,1125.0,2.0,
1573,131173,Residential,2250821000,4625 N 74TH ST,2,1480,Ranch,1,1,0,9600,2022-08-09,83000.0,Aluminum/Vinyl,1.0,1954.0,5.0,1150.0,2.0,
1574,131204,Residential,2250850000,4656 N 76TH ST,2,1480,Duplex N/S,2,2,0,5350,2022-08-10,235000.0,Brick,2.0,1963.0,10.0,2398.0,6.0,
1576,131280,Residential,2250971000,4343 N 68TH ST,2,1490,Ranch,1,1,0,4800,2022-07-22,175000.0,Stone,1.0,1950.0,5.0,1080.0,3.0,
1577,131287,Residential,2250978000,6829 W MARION ST,2,1480,Ranch,1,2,0,5632,2022-06-02,168000.0,Aluminum/Vinyl,1.0,1957.0,6.0,1188.0,3.0,
1578,131289,Residential,2250980000,4268 N 69TH ST,2,1480,Cottage,1,1,0,5080,2022-04-04,73500.0,Aluminum/Vinyl,1.0,1940.0,4.0,632.0,2.0,
1579,131291,Residential,2250982000,4256 N 69TH ST,2,1480,Ranch,1,1,1,5080,2022-08-22,150000.0,Brick,1.0,1953.0,5.0,1186.0,3.0,
1580,131306,Residential,2250999000,4241 N 68TH ST,2,1490,Duplex N/S,2,2,0,4960,2022-05-27,165000.0,Aluminum/Vinyl,2.0,1956.0,10.0,2080.0,6.0,
1581,131310,Residential,2251003000,4267 N 68TH ST,2,1490,Duplex N/S,2,2,0,4840,2022-11-30,274900.0,Brick,2.0,1959.0,10.0,2718.0,6.0,
1582,131311,Residential,2251004000,4273-4275 N 68TH ST,2,1490,Duplex N/S,2,2,0,4840,2022-04-05,200000.0,Aluminum/Vinyl,2.0,1956.0,10.0,2007.0,6.0,
1583,131324,Residential,2251018000,4208 N 70TH ST,2,1480,Cape Cod,1,2,0,5160,2022-10-07,166900.0,Aluminum/Vinyl,1.5,1957.0,6.0,1409.0,4.0,
1584,131340,Residential,2251034000,4370 N 70TH ST,2,1480,Cape Cod,1,2,0,8280,2022-03-08,192000.0,Brick,1.0,1954.0,10.0,1388.0,4.0,
1585,131384,Residential,2251078000,4431 N 69TH ST,2,1480,Ranch,1,1,1,7680,2022-05-25,155000.0,Brick,1.0,1959.0,6.0,1204.0,3.0,
1586,131391,Residential,2251085000,4479 N 69TH ST,2,1480,Ranch,1,1,0,4810,2022-03-22,159900.0,Aluminum/Vinyl,1.0,1955.0,5.0,924.0,3.0,
1587,131407,Residential,2251102000,4519 N 69TH ST,2,1480,Ranch,1,1,0,5240,2022-10-25,236000.0,Aluminum/Vinyl,1.0,1958.0,5.0,1040.0,3.0,
1588,131428,Residential,2251123000,4512 N 71ST ST,2,1480,Cape Cod,1,1,1,7560,2022-02-17,155000.0,Brick,1.0,1956.0,6.0,1488.0,3.0,
1589,131492,Residential,2251188000,4345 N 70TH ST,2,1480,Ranch,1,1,1,4880,2022-09-06,180000.0,Brick,1.0,1957.0,5.0,1288.0,3.0,
1590,131514,Residential,2251210000,4231 N 70TH ST,2,1480,Ranch,1,1,0,4840,2022-04-27,155000.0,Brick,1.0,1960.0,4.0,1038.0,2.0,
1591,131524,Residential,2251220000,4269 N 71ST ST,2,1480,Ranch,1,1,0,5124,2022-06-07,165000.0,Brick,1.0,1957.0,5.0,1088.0,3.0,
1593,131644,Residential,2260061000,4503 N 65TH ST,2,1490,Cape Cod,1,1,1,7800,2022-09-26,155000.0,Aluminum/Vinyl,1.5,1942.0,7.0,1826.0,4.0,
1594,131665,Residential,2260082000,4512 N 67TH ST,2,1490,Ranch,1,1,1,5000,2022-08-18,210000.0,Brick,1.0,1958.0,5.0,1237.0,3.0,
1595,131668,Residential,2260085000,4528 N 67TH ST,2,1490,Colonial,1,1,0,5250,2022-12-05,150200.0,Masonry/Frame,2.0,1955.0,5.0,1947.0,4.0,
1596,131693,Residential,2260206000,6233 W LINCOLN CREEK DR,2,1490,Cape Cod,1,2,0,5280,2022-01-21,135000.0,Stucco,1.0,1947.0,10.0,1254.0,7.0,
1597,131697,Residential,2260210000,6313-6315 W HAMPTON AV,2,1490,Duplex N/S,2,2,0,5160,2022-06-02,120655.0,Wood,2.0,1958.0,10.0,2228.0,6.0,
1598,131705,Residential,2260219000,6228 W SPENCER PL,2,1490,Cape Cod,1,1,0,4800,2022-04-08,137000.0,Brick,1.0,1954.0,5.0,1314.0,3.0,
1599,131721,Residential,2260235000,6045 W LINCOLN CREEK DR,2,1490,Ranch,1,1,0,7644,2022-02-23,175000.0,Aluminum/Vinyl,1.0,1956.0,5.0,1120.0,3.0,
1600,131730,Residential,2260244000,6168 W SPENCER PL,2,1490,Ranch,1,1,1,4800,2022-06-09,155000.0,Brick,1.0,1964.0,6.0,1357.0,3.0,
1601,131732,Residential,2260246000,6158 W SPENCER PL,2,1490,Ranch,1,1,1,4800,2022-01-24,195000.0,Brick,1.0,1955.0,5.0,1064.0,3.0,
1602,131746,Residential,2260261000,4547-4549 N 60TH ST,2,1490,Duplex N/S,2,2,0,4800,2022-01-19,165000.0,Brick,2.0,1960.0,8.0,2232.0,4.0,
1603,131778,Residential,2260293000,6254 W LEON TRCE,2,1490,Cape Cod,1,1,0,5280,2022-01-27,157000.0,Brick,1.0,1953.0,8.0,1272.0,6.0,
1604,131799,Residential,2260314000,6221 W SPENCER PL,2,1490,Ranch,1,1,0,4800,2022-03-23,160900.0,Brick,1.0,1957.0,10.0,1154.0,6.0,
1605,131802,Residential,2260317000,6237 W SPENCER PL,2,1490,Cape Cod,1,1,0,4800,2022-08-01,130000.0,Aluminum/Vinyl,1.0,1954.0,5.0,1209.0,3.0,
1606,131815,Residential,2260330000,6334 W LEON TRCE,2,1490,Ranch,1,1,0,4800,2022-08-09,167000.0,Brick,1.0,1958.0,5.0,1120.0,3.0,
1607,131821,Residential,2260336000,6305 W LEON TRCE,2,1490,Cape Cod,1,2,1,9600,2022-06-01,110000.0,Aluminum/Vinyl,1.0,1950.0,8.0,1552.0,4.0,
1608,131871,Residential,2260405000,4552 N 68TH ST,2,1490,Cape Cod,1,1,0,5500,2022-04-05,170000.0,Brick,1.0,1955.0,12.0,1335.0,6.0,
1609,131881,Residential,2260531000,6434 W LEON TRCE,2,1490,Cape Cod,1,1,1,5461,2022-01-20,170000.0,Stone,1.5,1941.0,10.0,1274.0,6.0,
1610,131944,Residential,2260607000,4716 N 68TH ST,2,1490,Ranch,1,1,1,7200,2022-02-08,169000.0,Aluminum/Vinyl,1.0,1946.0,5.0,965.0,3.0,
1611,131996,Residential,2260661000,4650 N 67TH ST,2,1490,Ranch,1,1,0,5000,2022-03-30,166500.0,Aluminum/Vinyl,1.0,1958.0,5.0,1040.0,3.0,
1612,132019,Residential,2260684000,4666 N 66TH ST,2,1490,Ranch,1,1,0,6000,2022-03-31,117000.0,Aluminum/Vinyl,1.0,1958.0,10.0,1000.0,6.0,
1613,132035,Residential,2260700000,6519 W MEDFORD AV,2,1490,Ranch,1,1,0,5550,2022-05-25,142000.0,Aluminum/Vinyl,1.0,1959.0,5.0,988.0,3.0,
1614,132049,Residential,2260804000,4463 N 67TH ST,2,1490,Cape Cod,1,1,1,5250,2022-08-24,207000.0,Aluminum/Vinyl,1.0,1948.0,6.0,1177.0,4.0,
1615,132052,Residential,2260807000,4447 N 67TH ST,2,1490,Cape Cod,1,1,0,5250,2022-09-30,159900.0,Brick,1.0,1951.0,5.0,1158.0,3.0,
1616,132072,Residential,2260827100,4474 N 68TH ST,2,1490,Ranch,1,1,0,4620,2022-07-25,115000.0,Brick,1.0,1957.0,4.0,1026.0,2.0,
1617,132103,Residential,2260858000,4471 N 65TH ST,2,1490,Cape Cod,1,1,0,5460,2022-08-22,160000.0,Aluminum/Vinyl,1.0,1939.0,6.0,1192.0,4.0,
1618,132113,Residential,2260868000,4415 N 65TH ST,2,1490,Duplex N/S,2,2,0,5460,2022-11-30,178900.0,Brick,2.0,1959.0,9.0,2240.0,5.0,
