,Property_ID,Prop_Type,Tax_Key,Address,District_Num,Nbhd_Num,Style,Unit_Count,Fbath_Count,Hbath_Count,Lot_Size,Sale_Date,Sale_Price,Ext_Wall,Story_Count,Year_Built,Room_Count,Finished_Sqft,Bdrm_Count,Condo_Project
0,98461,Manufacturing,30131000,9434-9446 N 107TH ST,9,6300,Service Building,6,0,0,0,2022-04-01,950000.0,,,,,,,
89,100629,Manufacturing,420131000,8800 W DEAN RD,9,6300,Warehouse Building - 1 Story,1,0,0,0,2022-06-15,1525000.0,,,,,,,
225,103040,Manufacturing,810202100,8219 W BRADLEY RD,9,6300,Special - to use this code see supv.,0,0,0,0,2022-10-06,820000.0,,,,,,,
1771,135165,Manufacturing,2309997000,3025 W ATKINSON AV,1,6300,Special - to use this code see supv.,0,0,0,0,2022-09-30,320000.0,,,,,,,
4873,206712,Manufacturing,4230051000,3880 W WHEELHOUSE RD,8,6300,Warehouse Building - 1 Story,2,0,0,0,2022-01-27,8025000.0,,,,,,,
4876,206777,Manufacturing,4240321000,185 S 33RD CT,8,6300,Commercial Exempt,1,0,0,0,2022-04-04,7450000.0,,,,,,,
32,98976,Commercial,310421000,7400 W BROWN DEER RD,9,6202,Office Building - Multi Story ( Ofc & Apt),4,0,0,0,2022-09-13,475000.0,Concrete Block,2.0,1978.0,0.0,7444.0,3.0,
88,100627,Commercial,420122000,8525 N 87TH ST,9,6453,Office Warehouse Park - multi tenants,1,0,0,0,2022-11-16,650000.0,Concrete Block,1.0,1988.0,0.0,10027.0,3.0,
108,100873,Commercial,430422000,8301 W BROWN DEER RD,9,6202,"Store Building - Single tenant, 1 story",1,0,0,0,2022-01-28,385000.0,Concrete Block,1.0,1980.0,0.0,1703.0,3.0,
109,100874,Commercial,430431000,7600 W DEAN RD,9,6206,Office Building - 1 Story,1,0,0,41991,2022-09-30,275000.0,Fiber Cement/Hardiplank,1.0,1975.0,0.0,5567.0,3.0,
120,101089,Commercial,430851000,8111 W BROWN DEER RD,9,6202,"Store Building - Single tenant, 1 story",1,0,0,29293,2022-06-10,425000.0,,1.0,2004.0,0.0,3871.0,3.0,
121,101090,Commercial,430852000,8101 W BROWN DEER RD,9,6440,Sit Down Restaurant,1,0,0,40706,2022-06-13,1900000.0,Masonary Frame,1.0,2002.0,0.0,4198.0,3.0,
138,101451,Commercial,449972100,7015 W BROWN DEER RD,9,6465,Funeral Home,1,0,0,0,2022-12-21,1089587.0,Brick,1.0,1976.0,0.0,10153.0,3.0,
203,102688,Commercial,760101000,11815 W BRADLEY RD,5,6453,Office Building - 1 Story,1,0,0,0,2022-12-29,1725000.0,Brick,1.0,1994.0,0.0,30000.0,3.0,
302,104544,Commercial,1060052000,7120 W GOOD HOPE RD,9,6206,Office Building - 1 Story,1,0,0,23058,2022-07-20,590000.0,Concrete Block,1.0,1984.0,0.0,5345.0,3.0,
332,105117,Commercial,1110152000,11050 W LIBERTY DR,5,6453,Office Building - 1 Story,1,0,0,0,2022-03-31,3850000.0,Brick,1.0,2006.0,0.0,29297.0,3.0,
380,106264,Commercial,1190031000,6920 N 76TH ST,9,6206,Auto & Auto Body Repair,1,0,0,38599,2022-04-04,1446400.0,Concrete Block,1.0,1972.0,0.0,14167.0,3.0,
381,106270,Commercial,1190053000,7335 W GOOD HOPE RD,9,6206,Strip Shopping Center,6,0,0,37497,2022-05-31,2470000.0,Brick,1.0,2006.0,0.0,8863.0,3.0,
407,107089,Commercial,1229983113,4919 W GOOD HOPE RD,9,6216,Warehouse Building - 1 Story,1,0,0,15030,2022-03-31,408000.0,Concrete Block,1.0,1971.0,0.0,7200.0,3.0,
418,107417,Commercial,1239900111,4225 W GOOD HOPE RD,1,6413,Muffler Shop,1,0,0,21700,2022-03-31,400000.0,Concrete Block,1.0,1995.0,0.0,4428.0,3.0,
428,107609,Commercial,1369964120,6737 N TEUTONIA AV,1,6216,Warehouse Building - 1 Story,3,0,0,0,2022-03-08,1100000.0,Concrete Block,1.0,1960.0,0.0,30120.0,3.0,
458,108383,Commercial,1399882110,5321 W GREEN TREE RD,9,6208,Tavern,2,0,0,15252,2022-01-17,250000.0,Alum/Vynyl Siding,1.0,1928.0,0.0,2382.0,3.0,
637,112598,Commercial,1539984100,7740 W FLORIST AV,2,6212,Auto & Auto Body Repair,1,0,0,0,2022-08-30,340000.0,Concrete Block,1.0,1950.0,0.0,3320.0,3.0,
644,265575,Commercial,1560041100,5225 W MILL RD,9,6216,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2,0,0,20299,2022-05-24,210000.0,Concrete Block,2.0,1955.0,0.0,3000.0,3.0,
645,112813,Commercial,1579969110,4707 W MILL RD,9,6470,Bowling Alley,2,0,0,27709,2022-01-05,325000.0,Concrete Block,2.0,1961.0,0.0,13596.0,3.0,
666,113260,Commercial,1690030100,2620 W SILVER SPRING DR,1,6218,Service Building,1,0,0,20433,2022-06-24,400000.0,,1.0,1966.0,0.0,1778.0,3.0,
715,114376,Commercial,1719854000,3500-3502 W SILVER SPRING DR,1,6218,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",5,0,0,7424,2022-05-19,225000.0,Brick,2.0,1925.0,0.0,4654.0,3.0,
783,115460,Commercial,1750201110,7525 W FLORIST AV,2,6214,Auto & Auto Body Repair,1,0,0,21070,2022-08-15,415000.0,Concrete Block,1.0,1959.0,0.0,3691.0,3.0,
823,116123,Commercial,1760060100,7900 W SILVER SPRING DR,2,6212,Beer Depot & Liquor Store,1,0,0,12381,2022-07-28,600000.0,Concrete Block,1.0,1983.0,0.0,4200.0,3.0,
921,117843,Commercial,1829988100,5349 N LOVERS LANE RD,5,6212,Residence With Commercial Usage,2,0,0,19200,2022-11-23,182000.0,Alum/Vynyl Siding,1.0,1940.0,0.0,1824.0,3.0,
989,119313,Commercial,1880414110,7526 W FOND DU LAC AV,2,6214,Day Care Center,2,0,0,14400,2022-10-12,300000.0,Concrete Block,1.0,1948.0,0.0,5961.0,3.0,
1183,123845,Commercial,2070295000,4900-4918 N 32ND ST,1,6232,Multi Story Warehouse,3,0,0,22272,2022-04-13,165000.0,Concrete Block,2.0,1942.0,0.0,15440.0,3.0,
1348,127404,Commercial,2130101100,7613 W VILLARD AV,2,6226,Auto & Auto Body Repair,2,0,0,36360,2022-10-20,474227.0,Brick,1.0,1967.0,0.0,5684.0,3.0,
1394,128004,Commercial,2140109000,8460 W HAMPTON AV,5,6226,"Store Building - Single tenant, 1 story",2,0,0,8084,2022-10-04,120000.0,Metal Siding,1.0,1967.0,0.0,750.0,3.0,
1633,265294,Commercial,2269995111,6241 W FOND DU LAC AV,2,6230,Office Building - Multi Story ( Ofc & Apt),3,0,0,33600,2022-01-14,280000.0,Concrete Block,2.0,1958.0,0.0,11067.0,3.0,
1783,135503,Commercial,2310493000,2040 W CORNELL ST,1,6232,Service Building,1,0,0,30012,2022-10-14,500000.0,Concrete Block,1.0,1949.0,0.0,27506.0,3.0,
1865,138003,Commercial,2460005000,4030 N 34TH ST,1,6234,"Store Building - Single tenant, 1 story",1,0,0,14511,2022-11-11,155000.0,Concrete Block,1.0,1942.0,0.0,4433.0,3.0,
1876,138302,Commercial,2470223000,4122-4130 W CAPITOL DR,7,6244,"Store Building - Multiple Tenants, 1 story",6,0,0,10204,2022-05-27,375000.0,Brick on Block,1.0,1940.0,0.0,7475.0,3.0,
1970,140446,Commercial,2510358000,7000 W CAPITOL DR,2,6230,"Custard Stand, Drive-In",1,0,0,15480,2022-02-04,630000.0,Concrete Block,1.0,1952.0,0.0,782.0,3.0,
2145,143318,Commercial,2620196100,8718 W LISBON AV,5,6226,Sit Down Restaurant,1,0,0,19208,2022-05-23,430000.0,Other,1.0,1949.0,0.0,4815.0,3.0,
2225,144659,Commercial,2640194210,3975 N 68TH ST,10,6230,Medical Clinic,7,0,0,21840,2022-08-01,400000.0,Concrete Block,2.0,1961.0,0.0,18482.0,3.0,
2251,145189,Commercial,2650125000,6617-6619 W CAPITOL DR,2,6230,Office Building - Multi Story ( Ofc & Apt),2,0,0,4200,2022-10-31,208000.0,Concrete Block,2.0,1957.0,0.0,3808.0,3.0,
2265,145490,Commercial,2659998100,6001 W CAPITOL DR,2,6230,Office Building - Multi Story ( Ofc & Apt),5,0,0,0,2022-03-17,740000.0,Brick,2.0,1957.0,0.0,31271.0,3.0,
2373,148182,Commercial,2700312000,2233 W CAPITOL DR,6,6234,Residence With Commercial Usage,3,0,0,3900,2022-07-11,65000.0,Other,2.0,1924.0,0.0,1992.0,3.0,
2419,149858,Commercial,2719997000,1505 W ATKINSON AV,6,6240,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",3,0,0,3835,2022-10-11,25000.0,Other,2.0,1883.0,0.0,2644.0,3.0,
2692,158200,Commercial,2871144110,3319-3329 N 35TH ST,7,6242,Service Building,0,0,0,0,2022-10-12,420000.0,Block,1.0,1947.0,0.0,19046.0,3.0,
2697,265827,Commercial,2872001000,3900-3910 W FOND DU LAC AV,7,6242,Tavern,6,0,0,10955,2022-10-03,280000.0,Alum/Vynyl Siding,2.0,1910.0,0.0,3267.0,3.0,
2726,159049,Commercial,2880731000,4300 W BURLEIGH ST,7,6244,Day Care Center,1,0,0,6500,2022-10-07,215000.0,Concrete Block,1.0,1953.0,0.0,2109.0,3.0,
2758,159657,Commercial,2890368000,5616 W BURLEIGH ST,10,6244,Auto & Auto Body Repair,1,0,0,4800,2022-04-20,230000.0,Concrete Block,1.0,1953.0,0.0,2960.0,3.0,
2811,160779,Commercial,2920509000,7924 W BURLEIGH ST,5,6226,"Store Building - Single tenant, 1 story",1,0,0,14400,2022-02-04,425000.0,Concrete Block,1.0,1950.0,0.0,7360.0,3.0,
2831,161020,Commercial,2921005000,3401 N 76TH ST,5,6226,Day Care Center,1,0,0,5207,2022-03-03,155000.0,Concrete Block,1.0,1948.0,0.0,2406.0,3.0,
3115,165152,Commercial,3050935000,6139-6143 W APPLETON AV,10,6226,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",7,0,0,8640,2022-05-17,400000.0,Brick,2.0,1930.0,0.0,6364.0,3.0,
3256,168346,Commercial,3090392100,2824-2850 W FOND DU LAC AV,15,6242,Multi Story Warehouse,3,0,0,0,2022-06-03,200000.0,Concrete Block,2.0,1930.0,0.0,29174.0,3.0,
3261,168390,Commercial,3090634000,3011 N 30TH ST,7,6242,Service Building,1,0,0,7200,2022-12-22,27800.0,Brick,1.0,1927.0,0.0,7200.0,3.0,
3262,168391,Commercial,3090635100,3005 N 30TH ST,7,6242,"Store Building - Single tenant, 1 story",1,0,0,7200,2022-12-22,28200.0,Concrete Block,1.0,1928.0,0.0,1740.0,3.0,
3272,168607,Commercial,3091119000,2905 W FOND DU LAC AV,15,6418,Svs Station w Conv Store,1,0,0,11592,2022-03-30,500000.0,Concrete Block,1.0,1997.0,0.0,1219.0,3.0,
3318,260785,Commercial,3120525110,822 W CENTER ST,15,6256,Auto & Auto Body Repair,1,0,0,14580,2022-07-11,100000.0,Concrete Block,1.0,1968.0,0.0,3570.0,3.0,
3354,172216,Commercial,3140222100,920-924 E LOCUST ST,3,6260,Tavern,5,0,0,5400,2022-05-13,575000.0,Alum/Vynyl Siding,2.0,1906.0,0.0,6322.0,3.0,
3511,175093,Commercial,3190770200,1930 E NORTH AV,3,6417,"Bank, Savings & Loan",4,0,0,13848,2022-04-26,3550000.0,Concrete Block,2.0,1964.0,0.0,10708.0,3.0,
3553,175790,Commercial,3201525000,1700-1704 E NORTH AV,3,6413,Quick Oil Change,2,0,0,1845,2022-05-12,1500000.0,Concrete Block,1.0,1961.0,0.0,3690.0,3.0,
3573,176314,Commercial,3211239000,416 E NORTH AV,6,6260,"Store Building - Single tenant, 1 story",2,0,0,1600,2022-06-10,100000.0,Brick,1.0,1925.0,0.0,1350.0,3.0,
3620,177302,Commercial,3220902100,2669-2671 N MARTIN L KING JR DR,6,6258,Office Building - Multi Story ( Ofc & Apt),1,0,0,10500,2022-01-20,347000.0,,,,0.0,0.0,3.0,
3678,180216,Commercial,3270317100,3628 W WRIGHT ST,15,6242,"Licensed Res Care Facility,  Halfway House, etc.",2,0,0,17337,2022-05-20,235000.0,Brick,2.0,1935.0,0.0,7296.0,3.0,
3702,180623,Commercial,3271220120,3508 W NORTH AV,15,6242,Office Building - Multi Story ( Ofc & Apt),1,0,0,3600,2022-01-14,120000.0,Precast Masonary,2.0,1925.0,0.0,5434.0,3.0,
3744,181660,Commercial,3281663000,4519-4521 W CENTER ST,15,6250,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",4,0,0,1120,2022-11-18,150000.0,Brick,2.0,1925.0,0.0,1919.0,3.0,
3892,265399,Commercial,3480766100,4018 W LISBON AV,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",6,0,0,0,2022-09-28,268750.0,Brick,2.0,1913.0,0.0,4876.0,3.0,
3899,185473,Commercial,3481532000,4005-4007 W NORTH AV,15,6242,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2,0,0,2144,2022-09-02,100000.0,Brick,2.0,1915.0,0.0,4288.0,3.0,
3942,265996,Commercial,3504061000,2468 W LISBON AV,15,6254,Single Tenant Multi Story Retail,2,0,0,7205,2022-05-24,55000.0,Brick,2.0,1905.0,0.0,4414.0,3.0,
4196,191171,Commercial,3591012000,"1042 E JUNEAU AV, Unit 2",4,6460,Mansions With Commercial Usage,7,0,0,0,2022-05-16,1075000.0,Brick,3.0,1887.0,0.0,2370.0,3.0,
4197,191172,Commercial,3591013000,"1042 E JUNEAU AV, Unit 3",4,6460,Mansions With Commercial Usage,7,0,0,0,2022-05-16,1075000.0,Brick,3.0,1887.0,0.0,2370.0,3.0,
4342,193220,Commercial,3610632000,826 N PLANKINTON AV,4,6460,Office Building - Class B,7,0,0,4880,2022-11-29,1850000.0,Brick,6.0,1900.0,0.0,25000.0,3.0,
4353,193824,Commercial,3632447100,1812 W STATE ST,4,6270,Beer Depot & Liquor Store,1,0,0,11250,2022-08-05,300000.0,Concrete Block,1.0,1940.0,0.0,5750.0,3.0,
4370,195314,Commercial,3651171100,3308 W VLIET ST,15,6418,Svs Station w Conv Store,1,0,0,11077,2022-02-04,755000.0,Concrete Block,1.0,2001.0,0.0,2039.0,3.0,
4391,196059,Commercial,3661737000,3804 W VLIET ST,15,6254,Service Building,2,0,0,5200,2022-06-16,249000.0,Brick,1.0,1916.0,0.0,5246.0,3.0,
4425,196767,Commercial,3680328100,5602-5620 W VLIET ST,10,6418,Svc Station w Conv and Carwash,3,0,0,22707,2022-10-21,1300000.0,Concrete Block,1.0,1940.0,0.0,4018.0,3.0,
4434,197064,Commercial,3840185000,6300 W BLUE MOUND RD,10,6272,Office Building - Multi Story ( Ofc & Apt),1,0,0,7167,2022-12-16,490000.0,Brick,2.0,1954.0,0.0,5150.0,3.0,
4439,197212,Commercial,3850604100,5625 W WELLS ST,10,6272,"Store Building - Single tenant, 1 story",1,0,0,1985,2022-10-13,165000.0,Concrete Block,1.0,1900.0,0.0,894.0,3.0,
4452,197586,Commercial,3861031000,5000 W STATE ST,10,6252,Auto & Auto Body Repair,3,0,0,12613,2022-12-22,450000.0,Concrete Block,1.0,1926.0,0.0,5451.0,3.0,
4485,260959,Commercial,3910763100,"606 W WISCONSIN AV, Unit 203",4,6460,Office Building - Class B,1,0,0,75,2022-07-01,55000.0,Precast Masonary,1.0,1929.0,0.0,626.0,3.0,
4496,199053,Commercial,3920662000,530 N WATER ST,4,6460,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",4,0,0,4800,2022-09-27,650000.0,Precast Masonary,2.0,1947.0,0.0,10000.0,3.0,
4497,199087,Commercial,3920733000,329-331 E WISCONSIN AV,4,6460,Office Building - Class B,5,0,0,0,2022-10-31,1525000.0,Brick,5.0,1870.0,0.0,17000.0,3.0,
4498,199115,Commercial,3920813000,783-785 N JEFFERSON ST,4,6460,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",6,0,0,3600,2022-05-17,500000.0,Brick,2.0,1900.0,0.0,4182.0,3.0,
4502,199314,Commercial,3921602000,1119 N MARSHALL ST,4,6460,Mansions With Commercial Usage,1,0,0,12505,2022-07-18,1550000.0,Brick,2.0,1870.0,0.0,8752.0,3.0,
4504,199453,Commercial,3922136000,1221-1227 N WATER ST,3,6460,Tavern,2,0,0,8437,2022-05-24,1700000.0,Brick,2.0,1925.0,0.0,10535.0,3.0,
4604,264795,Commercial,3960393110,"311 E CHICAGO ST, Unit 210",4,6296,"Store Building - Single tenant, 1 story",3,0,0,929,2022-05-03,750000.0,Brick,1.0,1907.0,0.0,3069.0,3.0,
4646,264814,Commercial,3970674000,"313 N PLANKINTON AV, Unit 201",4,6460,Multi Story Warehouse,7,0,0,14892,2022-02-25,4486720.0,Brick,1.0,1915.0,0.0,32745.0,3.0,
4647,201252,Commercial,4000041100,510 N 27TH ST,4,6270,Office Building - 1 Story,2,0,0,12600,2022-09-19,125000.0,Concrete Block,1.0,1947.0,0.0,3654.0,3.0,
4649,201371,Commercial,4000749000,2460 W CLYBOURN ST,4,6270,Multi Story Warehouse,4,0,0,0,2022-04-26,650000.0,Metal Siding,2.0,1925.0,0.0,16780.0,3.0,
4692,202991,Commercial,4050116000,6101 W BLUE MOUND RD,10,6272,Service Building,2,0,0,5004,2022-10-14,318000.0,Concrete Block,1.0,1920.0,0.0,4595.0,3.0,
4751,204157,Commercial,4079999000,8235 W BLUE MOUND RD,10,6440,Fast Food Operation,1,0,0,19236,2022-02-07,2579000.0,Precast Masonary,1.0,2018.0,0.0,2130.0,3.0,
4804,205194,Commercial,4180291000,239 S 76TH ST,10,6272,Laundry Pick-up Station,1,0,0,7394,2022-08-26,92000.0,Alum/Vynyl Siding,1.0,1926.0,0.0,960.0,3.0,
4824,205512,Commercial,4190386000,118-120 N 76TH ST,10,6272,Residence With Commercial Usage,1,0,0,8520,2022-10-04,190000.0,Alum/Vynyl Siding,2.0,1925.0,0.0,2346.0,3.0,
4880,207055,Commercial,4280268000,117-121 W PITTSBURGH AV,12,6275,Multi Story Warehouse,1,0,0,11200,2022-06-30,700000.0,Brick,3.0,1881.0,0.0,19898.0,3.0,
4882,207062,Commercial,4280282000,205 S 2ND ST,12,6275,Service Building,3,0,0,7000,2022-02-24,1050000.0,Concrete Block,1.0,1947.0,0.0,6933.0,3.0,
4937,207943,Commercial,4310257000,135 E WASHINGTON ST,12,6279,Service Building,1,0,0,0,2022-04-29,934000.0,Brick,2.0,1929.0,0.0,20132.0,3.0,
4943,208140,Commercial,4311000100,801-809 S 2ND ST,12,6275,Tavern,4,0,0,7700,2022-06-28,1600000.0,Brick,2.0,1885.0,0.0,16381.0,3.0,
4966,208884,Commercial,4320779100,625-631 W NATIONAL AV,12,6275,Sit Down Restaurant,1,0,0,3500,2022-09-23,360000.0,Brick,1.0,1900.0,0.0,3484.0,3.0,
4975,209155,Commercial,4330410000,1238 S CESAR E CHAVEZ DR,12,6277,"Store Building - Multiple Tenants, 1 story",2,0,0,5031,2022-11-01,281000.0,Brick,1.0,1934.0,0.0,5011.0,3.0,
4983,209437,Commercial,4331230000,1016-1018 S CESAR E CHAVEZ DR,12,6277,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",3,0,0,3750,2022-02-23,200000.0,Brick,2.0,1923.0,0.0,5051.0,3.0,
4985,209554,Commercial,4331727000,1720-1734 W GREENFIELD AV,12,6277,"Store Building - Single tenant, 1 story",2,0,0,5000,2022-04-27,95000.0,Concrete Block,1.0,1897.0,0.0,5000.0,3.0,
5038,210619,Commercial,4341802100,2209-2217 W NATIONAL AV,8,6277,Multi Story Warehouse,2,0,0,12600,2022-01-19,320000.0,Concrete Block,2.0,1927.0,0.0,6837.0,3.0,
5047,210872,Commercial,4350203000,3111 W NATIONAL AV,8,6274,"Store Building - Single tenant, 1 story",3,0,0,4500,2022-03-31,135000.0,Concrete Block,1.0,1951.0,0.0,2085.0,3.0,
5071,211714,Commercial,4360002110,3600 W PIERCE ST,8,6274,Multi Story Warehouse,4,0,0,13939,2022-09-30,699000.0,Brick,2.0,1928.0,0.0,15000.0,3.0,
5076,211786,Commercial,4360092000,717 S 37TH ST,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2,0,0,3540,2022-09-30,230000.0,Alum/Vynyl Siding,2.0,1907.0,0.0,2200.0,3.0,
5098,212351,Commercial,4570460100,4238 W ORCHARD ST,8,6274,Tavern,4,0,0,7500,2022-06-03,320000.0,Metal Siding,1.0,1900.0,0.0,4117.0,3.0,
5100,212443,Commercial,4579834000,3736 W MITCHELL ST,8,6274,Sit Down Restaurant,2,0,0,7156,2022-09-29,187000.0,Brick,2.0,1930.0,0.0,2958.0,3.0,
5138,213663,Commercial,4590511100,1762 S MUSKEGO AV,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",1,0,0,6840,2022-07-22,275000.0,Alum/Vynyl Siding,1.0,1897.0,0.0,2531.0,3.0,
5196,215286,Commercial,4610525110,721 W WINDLAKE AV,12,6278,Auto & Auto Body Repair,1,0,0,6960,2022-07-26,150000.0,Other,1.0,1951.0,0.0,1798.0,3.0,
5201,215480,Commercial,4610762000,1832 S 7TH ST,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2,0,0,2475,2022-05-27,115000.0,Brick,2.0,1909.0,0.0,2842.0,3.0,
5219,216004,Commercial,4620285111,225 W GREENFIELD AV,12,6417,"Bank, Savings & Loan",3,0,0,24500,2022-02-25,785000.0,Brick,1.0,1962.0,0.0,11682.0,3.0,
5290,217951,Commercial,4681711000,2200 S 13TH ST,12,6281,Super Market,1,0,0,16374,2022-05-31,950000.0,Concrete Block,1.0,1981.0,0.0,9020.0,3.0,
5333,219167,Commercial,4700430000,2201-2203 S 20TH ST,8,6281,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2,0,0,2275,2022-04-18,127500.0,Brick,2.0,1908.0,0.0,2970.0,3.0,
5354,219725,Commercial,4702717000,1985 S MUSKEGO AV,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",6,0,0,6649,2022-08-17,218500.0,Brick,2.0,1905.0,0.0,3280.0,3.0,
5365,220173,Commercial,4710079000,1900 S 31ST ST,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",7,0,0,3335,2022-10-14,400000.0,Brick,2.0,1934.0,0.0,6476.0,3.0,
5458,222446,Commercial,4940285100,2741 S 29TH ST,8,6283,Tavern,4,0,0,10349,2022-03-23,161000.0,Other,2.0,1900.0,0.0,3234.0,3.0,
5496,223436,Commercial,4960832000,1405-1407 W LINCOLN AV,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",3,0,0,3142,2022-10-27,169900.0,Brick,2.0,1905.0,0.0,3320.0,3.0,
5508,223764,Commercial,4961411000,2665-2667 S 13TH ST,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",4,0,0,4050,2022-01-24,152000.0,Alum/Vynyl Siding,2.0,1900.0,0.0,2574.0,3.0,
5560,225111,Commercial,4971288000,1207 W LINCOLN AV,12,6281,"Store Building - Single tenant, 1 story",1,0,0,2400,2022-08-15,75000.0,Concrete Block,1.0,1927.0,0.0,2000.0,3.0,
5748,229582,Commercial,5051148100,108-118 E DAKOTA ST,14,6282,Strip Shopping Center,3,0,0,18518,2022-04-26,500000.0,Concrete Block,1.0,1984.0,0.0,5298.0,3.0,
5771,230254,Commercial,5071020000,2972-2974 S 13TH ST,14,6284,Single Tenant Multi Story Retail,1,0,0,7320,2022-05-13,540000.0,Brick,2.0,1915.0,0.0,13752.0,3.0,
5877,232961,Commercial,5139959100,5912 W OKLAHOMA AV,11,6418,Svs Station w Conv Store,1,0,0,13440,2022-04-15,850000.0,Concrete Block,1.0,1967.0,0.0,2385.0,3.0,
6104,237455,Commercial,5319903100,3150 S 46TH ST,11,6288,"Store Building - Multiple Tenants, 1 story",2,0,0,5770,2022-01-21,300000.0,Brick,1.0,1959.0,0.0,2543.0,3.0,
6156,238827,Commercial,5340650000,3246 S 27TH ST,13,6286,Sit Down Restaurant,1,0,0,9600,2022-10-01,370000.0,Brick,1.0,1947.0,0.0,1804.0,3.0,
6168,239195,Commercial,5350525112,3131 S 13TH ST,14,6417,"Bank, Savings & Loan",3,0,0,41300,2022-01-28,840000.0,Brick,1.0,1974.0,0.0,10530.0,3.0,
6285,241616,Commercial,5390005000,1203 E OKLAHOMA AV,14,6418,Svs Station w Conv Store,1,0,0,11600,2022-01-27,640000.0,Metal Siding,1.0,1959.0,0.0,1618.0,3.0,
6540,247078,Commercial,5530772000,3511 S 27TH ST,13,6440,Fast Food Operation,1,0,0,31442,2022-02-11,3375000.0,Precast Masonary,1.0,2020.0,0.0,4387.0,3.0,
6818,253209,Commercial,5819982000,3902 S WHITNALL AV,14,6282,"Store Building - Single tenant, 1 story",1,0,0,3302,2022-06-22,285000.0,Brick,1.0,1931.0,0.0,850.0,3.0,
6927,255723,Commercial,6231062100,5000 S 27TH ST,13,6286,Day Care Center,1,0,0,30180,2022-05-23,710000.0,Concrete Block,1.0,1975.0,0.0,6659.0,3.0,
7090,259387,Commercial,6719979100,5640 S 13TH ST,13,6290,Pole Building,3,0,0,37260,2022-10-07,373700.0,Metal Siding,1.0,2010.0,0.0,4772.0,3.0,
7124,260131,Commercial,6909847000,5954 S 27TH ST,13,6286,Residence With Commercial Usage,3,0,0,16687,2022-12-08,170000.0,Brick,1.5,1931.0,0.0,1500.0,3.0,
4,98561,Residential,50042000,9322 N JOYCE AV,9,40,Ranch,1,1,0,8303,2022-05-23,233100.0,Aluminum/Vinyl,1.0,1980.0,10.0,1006.0,6.0,
5,98593,Residential,50074000,9360 N 85TH ST,9,40,Ranch,1,1,0,7200,2022-07-25,215000.0,Aluminum/Vinyl,1.0,1982.0,5.0,1007.0,3.0,
6,98604,Residential,50085000,9305 N BURBANK AV,9,40,Ranch,1,2,0,7200,2022-03-29,150000.0,Aluminum/Vinyl,1.0,1984.0,5.0,1301.0,3.0,
34,99176,Residential,330083000,9178-9180 N 86TH CT,9,40,Townhouse,2,2,2,8640,2022-01-21,180000.0,Aluminum/Vinyl,2.0,1979.0,10.0,2222.0,6.0,
64,99983,Residential,341207000,9142--A N 95TH ST,9,40,Duplex N/S,2,2,0,7200,2022-08-26,114500.0,Aluminum/Vinyl,1.5,1978.0,10.0,2107.0,5.0,
66,99991,Residential,341215000,9143 N 94TH ST,9,40,Ranch,1,2,0,7492,2022-12-08,200000.0,Aluminum/Vinyl,1.0,2005.0,6.0,1352.0,3.0,
67,100024,Residential,341258000,9428 W LARAMIE RD,9,40,Ranch,1,1,0,7449,2022-05-13,173000.0,Aluminum/Vinyl,1.0,1950.0,8.0,923.0,6.0,
68,100024,Residential,341258000,9428 W LARAMIE RD,9,40,Ranch,1,1,0,7449,2022-10-05,175000.0,Aluminum/Vinyl,1.0,1950.0,8.0,923.0,6.0,
83,100327,Residential,400015000,8584-8586 N 106TH ST,9,240,Townhouse,2,2,2,6652,2022-11-04,155000.0,Aluminum/Vinyl,2.0,1971.0,10.0,2441.0,6.0,
86,100407,Residential,400235000,10213 W WABASH AV,9,240,Colonial,1,3,1,8899,2022-09-08,370000.0,Aluminum/Vinyl,2.0,2005.0,8.0,2324.0,4.0,
147,101678,Residential,720419000,9418 W DARNEL AV,9,240,Ranch,1,1,1,7200,2022-06-30,240000.0,Aluminum/Vinyl,1.0,1982.0,5.0,1077.0,3.0,
148,101723,Residential,720464000,9523 W GOODRICH CT,9,240,Colonial,1,1,1,7200,2022-09-18,180000.0,Asphalt/Other,2.0,1980.0,6.0,1443.0,3.0,
149,101736,Residential,720477000,9731 W DARNEL AV,9,240,Split Level,1,2,0,7200,2022-05-10,300000.0,Aluminum/Vinyl,1.0,1992.0,12.0,1547.0,6.0,
